acct_num,card_num,card_type,customer_id
7473353086512530,6713-1081-4093-210,Basic,101219
9070426082763360,2054-7547-6575-188,Premier,101221
7136662420230690,1179-1713-229-6938,Miles,101222
7112348362218250,4770-3290-702-7245,Lux,101222
569337315006911,6616-1603-2259-8750,Platinum,101224
6723127910840560,1106-1056-9527-6526,Gold Card,101225
8487023741614210,5151-9800-8727-2043,Premier,101225
4928679700263080,7306-6487-6141-6220,Basic+,101226
3395996783796110,7296-6981-2725-4613,Lux,101226
271894759017627,2155-3447-408-7394,Basic,101227
6741481501892350,298-1597-9811-9661,Basic,101228
7477351589236860,6680-6443-9259-6911,Miles,101230
4255671091307430,154-4934-1787-3305,Basic+,101231
294533572592632,433-277-9727-1019,Basic+,101232
2710109578061130,8958-995-584-6400,Lux,101234
5601418104698350,965-2341-2385-1577,Platinum,101236
5146910324749470,3566-4344-911-6176,Basic+,101237
5111700268386550,8502-6907-1760-804,Miles,101237
2251345853332870,4694-9474-4193-2284,Lux,101238
8196102908859950,1885-5208-3690-581,Miles,101238
7360964164136670,3995-9426-595-806,Platinum,101239
6117794161956690,6465-1307-7398-2134,Basic,101240
4826098710863230,2819-5740-1689-900,Basic+,101243
3263967900851280,674-3436-4475-2085,Basic+,101244
1344614102904200,3119-8944-9194-657,Lux,101244
9674620765237060,4072-5436-6181-8344,Basic,101245
1669773163883700,5785-903-2135-842,Basic+,101245
178022455233074,1325-5704-3255-9439,Lux,101247
1750588307603320,9618-3885-3774-6029,Basic,101247
5071037353216670,5305-7036-7943-3442,Basic+,101248
3512781476067160,364-4937-1048-1348,Basic+,101252
3084870164527170,8146-9023-1159-2054,Miles,101253
8855279865404440,1670-2438-8929-8800,Basic,101254
3372222225418890,5161-2002-8710-4011,Basic+,101257
6313150461428400,7299-516-642-4006,Basic+,101258
123395866651881,4765-1735-4715-1734,Basic,101260
6248571980245670,3005-7871-8307-8232,Gold Card,101261
8191855194098130,1720-1336-5884-3699,Basic,101262
3276359866262720,1144-59-6961-2736,Miles,101263
4540829089798140,1040-3073-543-1364,Platinum,101263
564857391333667,3542-7907-2424-1757,Lux,101264
2046029515795150,546-6066-3326-9690,Super-Lux,101265
70524496972049,6737-7864-3493-3830,Gold Card,101265
8509575282445930,142-1704-681-5174,Basic,101266
2073230090671330,8567-8879-6331-9954,Miles,101267
996923772324191,6043-4707-7756-1312,Gold Card,101270
9505451409755790,2497-6875-409-9425,Basic+,101272
5294265809789570,4479-3952-6372-2223,Basic,101273
7611684796841520,834-6189-9615-5787,Basic,101274
3996139127462500,1655-4136-1359-9721,Miles,101275
5991161673093140,6334-7288-922-3404,Basic+,101276
3983688529104340,4520-3473-7716-9756,Miles,101278
4755656217899180,7966-5239-1513-1760,Basic,101280
6521267886240900,855-7732-2213-8684,Basic+,101281
9234616852909170,4662-9175-3972-9295,Premier,101282
4751310341821950,4430-6675-7898-639,Super-Lux,101282
8004937224391210,7361-3007-2948-3428,Basic+,101284
8555642815937140,1708-6229-9466-529,Platinum,101286
2066035204493590,2583-492-4794-1769,Gold Card,101286
6076841595736310,9342-1037-8515-3627,Basic,101291
5661783395394900,2045-1721-6885-1770,Basic+,101292
73115037329600,7626-919-9699-6083,Basic+,101293
2880320914938160,997-3825-6754-6682,Lux,101298
9541606776155780,548-6732-3548-306,Lux,101300
5164295596374300,3949-5986-611-7462,Miles,101301
6271739107840490,1536-8436-4010-9613,Lux,101302
1723935558025670,8123-8355-325-963,Platinum,101302
2041718765892140,8628-2375-745-7586,Miles,101305
971910786834069,6840-8797-1184-4094,Basic+,101307
1941267536502200,4144-7543-2753-9845,Lux,101309
2949461721839790,1192-7404-4448-133,Basic+,101309
371307849716879,8080-490-2596-1391,Gold Card,101311
4222212570306710,4655-4991-6271-4256,Miles,101311
8004147365771900,3905-2933-6593-6858,Gold Card,101316
8866496907492340,2511-4636-2835-6674,Basic+,101317
3441426337916000,9691-7085-8117-4974,Basic,101320
4318118127902520,5130-904-997-1934,Basic+,101320
8834940757093400,4926-9228-8765-4376,Lux,101321
8163507131416990,4681-1805-9888-1514,Basic,101322
454717897789057,4325-3694-2511-734,Basic+,101324
3170691922212370,5682-8869-3009-9496,Basic+,101326
955329325403204,2881-5336-1739-5865,Basic,101328
7886205522201220,4084-5252-6134-5598,Gold Card,101330
1445026541412490,9300-7902-6453-4334,Basic,101331
2446225190455880,3781-9408-293-5036,Miles,101333
1647553917771490,8907-1152-4065-5398,Basic+,101334
8775606212903090,6514-7257-8883-9239,Basic,101336
1411846851857730,965-5308-8905-131,Lux,101336
8106609489556800,7038-2692-8411-2868,Lux,101337
1808045478477850,6352-7321-8580-3683,Basic,101339
1538970519163900,474-3222-8655-1215,Basic+,101340
2069693976033300,938-9536-1083-9324,Lux,101340
9462160335278760,2523-9412-8574-4275,Basic,101341
6347498774411070,7639-9824-8525-7030,Gold Card,101343
4518368569712690,6307-2179-7140-922,Basic+,101344
1987386682730320,4496-4848-7129-2086,Miles,101345
1682681821572630,1092-9154-6221-4404,Basic,101346
7764170677947130,756-382-3794-3605,Basic,101347
9170658581194,2914-1759-5699-6755,Miles,101352
8332326281845750,4516-9264-5974-6887,Lux,101352
6306595888206230,8344-1695-8433-7880,Super-Lux,101353
9412275459251030,2551-7204-7378-2105,Miles,101353
7896607894157710,6887-4391-2550-1295,Basic+,101354
5095120423401660,8045-9632-3189-2368,Platinum,101355
8882642453397440,4424-5610-936-5006,Premier,101355
5868016698955240,4981-6208-870-7891,Gold Card,101356
3750777458322830,4078-8380-8106-1530,Basic,101358
6457188019497710,4267-7111-7514-338,Basic,101359
8224059490723910,2516-3848-7307-74,Basic,101362
96367646060655,9628-989-3613-6444,Basic+,101363
2380089726675760,1869-3641-5625-4214,Lux,101364
8509428440903910,211-7246-9337-7242,Lux,101365
1070440398133650,6011-9293-9913-1387,Platinum,101366
3934056757510040,4849-4426-2643-1168,Miles,101368
652634847069246,2137-7375-9628-6860,Basic,101369
9203535834204780,6977-576-4567-84,Miles,101371
402807535815694,9821-4446-4661-1989,Basic+,101372
9851765473795920,9950-1138-369-2226,Gold Card,101373
94101443412077,1320-5325-280-5165,Miles,101374
9875201359520830,1325-4966-9031-7309,Premier,101375
5670386479393520,1020-4897-9900-2922,Super-Lux,101376
5251885476837240,7910-8269-4524-1277,Miles,101376
7762147600172570,8716-8523-2328-1670,Basic,101377
9155982232075320,2428-3689-9226-647,Platinum,101378
3179964727777660,8513-3729-9347-6183,Basic,101379
6882200800775610,2246-7549-8729-4379,Basic+,101381
9408263083475330,9527-6968-9668-3940,Gold Card,101382
619624101400667,9595-4773-6455-3159,Miles,101385
4597988705271650,8228-0-3544-9595,Miles,101386
1950289230834370,533-4195-2265-3674,Miles,101387
5190736112445290,6843-510-8724-164,Basic+,101387
9289459633174590,4710-5761-3193-669,Basic,101392
9621712615986590,3850-1295-7342-7514,Lux,101392
2609061137163360,9259-878-1224-1235,Gold Card,101393
3998706949968320,1583-5497-8321-2791,Premier,101393
3533735197255750,7851-1237-3601-729,Lux,101394
179679875693291,7631-9454-6747-5250,Super-Lux,101396
7881201993550250,7045-9403-3471-1579,Gold Card,101396
7853343165152470,9160-3027-9199-9974,Basic,101397
9723997034939820,277-3132-5377-3365,Basic,101398
1144106475039780,8872-7069-183-7056,Basic+,101401
4476696227874190,9532-5493-3288-4706,Basic+,101405
2057189767233770,5750-8342-9193-2707,Gold Card,101407
3692868939228210,9290-7602-7783-9881,Miles,101407
129036383947875,4098-6567-9806-264,Basic,101408
7558585642660070,9680-4992-836-3256,Basic+,101408
6666771139859920,2805-8789-1107-4945,Lux,101412
3334034537522920,1725-3144-7207-5700,Premier,101413
3166421494658750,1448-3197-1303-7807,Miles,101414
2053282713100600,8503-6343-420-458,Platinum,101414
9814875382184080,7670-9785-103-4189,Gold Card,101414
4668574101603240,8945-2464-2223-8683,Premier,101416
9418062437683460,8872-8420-6237-1527,Basic,101418
9362799186966850,9425-7288-2741-588,Basic+,101418
1077715680484920,3393-1193-5741-8017,Basic+,101419
2395889128006120,7625-1576-7962-9237,Premier,101420
8732779755173690,6851-8693-6976-7585,Platinum,101420
8089981241142330,9149-9714-5052-1862,Basic,101422
9270125645825400,6349-7033-6295-9497,Lux,101422
1901574130792780,3511-6150-9481-1071,Basic+,101424
9700128342312610,7635-9289-7360-145,Super-Lux,101425
9373069531980740,3723-5736-2417-1097,Platinum,101425
3346545636009720,9382-9979-2919-3579,Basic,101427
2282881287122000,7739-8504-2960-1228,Miles,101428
6281139559653920,8628-9256-1893-489,Premier,101430
4447636766428690,9961-2640-2261-5719,Miles,101430
5564032183173930,9256-6514-9062-8084,Miles,101431
9210303789553390,6706-4289-741-119,Platinum,101432
7801630596751580,5537-495-4679-8839,Basic+,101434
7043509358840270,4085-6066-2601-5246,Miles,101436
2140695415239190,7543-5378-4047-3555,Miles,101438
4088131794666850,9249-6741-2048-1892,Basic,101439
4407318893510710,1794-8322-7313-6780,Lux,101440
3485310372442540,2572-1794-4476-9554,Basic+,101441
8962647430888440,4087-90-2443-448,Lux,101443
9650186621340910,3359-7348-766-8693,Basic,101444
7763919185198400,7849-2160-5819-6739,Super-Lux,101445
6596723851656520,6056-1972-2677-1481,Basic,101447
9272431551054890,4789-4178-3719-1055,Miles,101449
4545740201634410,4304-7446-8583-9902,Basic,101449
1272282841870380,9977-3709-3386-550,Basic,101450
186839837811101,9960-2862-1690-5643,Lux,101452
8035156441608780,804-4748-1352-2561,Basic,101453
942988420969743,1755-2341-2112-6393,Miles,101453
1439913627231730,2583-29-7263-9577,Premier,101454
685203005385027,5095-6954-9546-6074,Miles,101456
6075413231137700,7161-1032-9048-8078,Basic,101457
7880980009077390,4113-3535-2656-5443,Miles,101458
6241159349604420,197-4879-1911-2881,Basic,101459
7027844247273760,9823-8093-9551-9791,Gold Card,101460
6583101108825320,9451-9940-8766-5784,Premier,101460
9643829421267660,871-7742-5001-8160,Lux,101461
6667091390531370,5904-6454-8827-2855,Platinum,101462
5807360521414040,1461-2436-15-2058,Miles,101462
263511799210538,2712-250-6058-4635,Basic,101463
2726715774267840,6114-809-9900-2509,Miles,101464
7106569693479660,5216-4878-8396-357,Basic+,101464
1814791131485210,7578-608-7431-4246,Gold Card,101465
5745034696507320,4734-1454-9534-1427,Premier,101466
8246915023950150,2755-3899-2579-1998,Super-Lux,101466
2676019249167020,8140-6245-7041-4891,Lux,101470
7135136437146490,8957-8839-3984-5009,Lux,101473
541747826608753,4777-4465-6261-4397,Basic,101474
3882530755898850,5626-538-298-5499,Basic+,101475
452431996932451,999-8868-5779-6519,Miles,101476
7494201478136670,1696-6346-2979-948,Basic,101477
2318186866550990,1228-2822-2671-3297,Basic+,101479
3584889892796390,7919-1830-9635-6130,Lux,101479
3796298357507570,1882-3462-7669-9462,Basic+,101480
1111498261458140,5068-8907-8364-1777,Lux,101481
6807722657499490,5284-1789-3504-1565,Miles,101484
4212328548906600,6307-9825-2207-2613,Basic,101485
8944922512975040,1861-2281-4234-5120,Gold Card,101487
2257954011520780,1087-3042-5200-7609,Premier,101487
2572972729199340,4123-1425-3678-4263,Basic+,101489
3512369284704140,5093-9319-5331-8954,Basic+,101491
8721466024239230,3574-3346-7991-2326,Miles,101492
1428593234031550,1945-8208-5793-7875,Lux,101493
3467463307860880,8957-3077-8476-855,Miles,101493
6570698961827330,8714-46-2377-3390,Premier,101493
2390354627010060,2920-3512-9867-4551,Basic,101495
9154144450604570,8880-7969-6855-9836,Basic+,101497
3416941812046500,487-4554-5194-531,Basic,101498
7069287033346850,4091-341-8749-8270,Miles,101500
5361983338614970,4628-5354-6342-1934,Basic+,101502
3722747352127030,3589-6089-6285-6243,Miles,101503
126947682351177,9509-1650-2264-3578,Gold Card,101505
674008595036659,337-5353-9476-4050,Platinum,101505
417143743806315,7969-8538-7683-1517,Basic+,101506
7773290334893010,5854-7527-334-4391,Basic+,101507
4767131474835990,4390-2036-3917-8536,Lux,101509
5990617209695070,4868-2808-3193-827,Basic+,101510
9317369456256580,3170-5329-5218-4206,Platinum,101511
9757207468612730,7310-7635-2859-4260,Gold Card,101513
8800707987963080,4278-1932-6037-4848,Lux,101513
7599504647987050,6458-9989-1419-5423,Miles,101513
9971638412968670,413-5823-6010-693,Basic,101514
1473204207693090,8678-2425-8053-8906,Miles,101517
4226859213256140,2554-4035-5786-6553,Basic,101521
237221050374450,56-6972-3394-7858,Basic+,101523
3154803677615740,3560-737-8837-5241,Platinum,101525
3676921915221730,7469-7177-7693-6566,Miles,101527
5557569322701470,1066-3426-2164-8711,Basic+,101528
4335148139332680,9841-9751-3667-7042,Miles,101530
124364248311860,4938-6795-2516-9147,Basic+,101531
8236395004723310,9352-6475-9163-6788,Basic+,101534
8424028243924910,4506-4204-9616-4930,Platinum,101535
1005734329874630,6137-7290-8971-3941,Gold Card,101536
6964690869628910,5231-7201-444-5563,Basic+,101539
796480078245914,2773-6963-8648-6015,Lux,101542
642527420767993,331-1061-2215-1305,Gold Card,101542
8675568871446410,7898-3846-235-9253,Lux,101543
2068790234324640,9723-9379-305-8321,Miles,101544
1835890756389510,1104-4347-1321-9456,Basic,101547
6348834419034230,9679-3049-2869-7451,Basic,101549
129100332027116,6903-8918-6321-1072,Basic+,101551
6949893167013560,2977-2160-5595-8799,Lux,101552
8990163005260170,1861-8447-6419-7917,Miles,101553
5002551957608670,8628-4209-597-9076,Basic+,101554
2488970250533100,5708-2611-5466-6903,Basic+,101555
2946157417851340,902-7523-7803-351,Lux,101556
2891762191622230,2947-853-6356-5717,Miles,101556
1074472306816040,9321-4995-5998-5120,Basic,101557
1678088208715030,3413-7381-1278-9776,Basic+,101557
6524487622926290,6873-2808-6437-6228,Miles,101558
1656163448117300,983-7079-3108-5919,Premier,101558
4173980575766840,3799-616-8897-5163,Basic,101561
8831031163162030,8609-3274-74-8805,Lux,101563
8112431298735370,5889-7047-3041-6198,Basic+,101565
3348793649464300,1800-1410-7233-8672,Premier,101566
6548684895342210,3470-6153-6910-3082,Basic,101568
4781222447238350,2951-7002-3096-4975,Miles,101572
1462088772518600,4308-7460-3757-5854,Basic,101574
5842397270773590,9604-1593-9159-7868,Basic,101575
3036164170362920,6149-2660-3944-66,Lux,101575
7170593400976970,9764-8734-8376-4441,Basic,101576
3989053675279760,8452-230-5811-1026,Basic,101577
6247819642245730,8441-2314-7674-7575,Basic+,101579
4300921101812340,4903-1888-5163-6657,Basic+,101580
4028683331954460,4188-8937-1431-9388,Basic,101581
4959916676676620,1643-6762-391-2517,Premier,101583
3589612045326590,7614-6081-380-7525,Lux,101584
5086258279579170,3561-8751-6906-1955,Miles,101584
4635558144617040,3507-7829-3531-7894,Lux,101585
3093622684799430,9583-6017-9065-7637,Basic,101587
5292448581952610,1489-6238-756-424,Basic+,101588
6806719400493130,5866-377-3597-4640,Miles,101588
1314374817701410,8916-9322-1127-5460,Miles,101590
5516552395018690,7226-5284-4666-3100,Basic+,101592
5259576606825960,8532-4594-7804-53,Lux,101594
3801227698392670,1309-1541-4122-8792,Basic+,101596
7092774290761290,2909-9272-3335-1013,Lux,101598
1312179816335710,5349-6634-9666-562,Basic+,101599
5075316352698180,2157-3215-6942-222,Miles,101599
5034591609837860,6021-9414-2199-7637,Gold Card,101600
7185767272016350,827-4055-4026-4414,Gold Card,101602
9510728405500550,7626-4501-2413-5053,Miles,101602
4531766007520830,9523-5275-745-6547,Platinum,101602
3587175196740860,8368-9888-5226-5327,Miles,101603
158936909513709,7700-8424-2340-2927,Basic,101603
6936315660566950,1832-6309-7641-7523,Miles,101606
7554172302688620,5776-1942-3701-7303,Basic,101611
9064693901943290,979-4050-717-6703,Basic,101612
4320100827017890,8104-9273-2639-1096,Lux,101613
5481394066994810,6318-1903-8406-5006,Platinum,101613
6921234848668460,922-234-5839-2996,Gold Card,101613
9212618141876470,4612-2267-5109-5638,Lux,101615
6752489050394840,6814-91-1170-9776,Miles,101615
9070158659087970,8573-6493-1031-7724,Basic,101616
7514308183677240,8238-8383-2850-1417,Basic+,101616
7281432542807250,6317-4195-8395-5646,Miles,101618
8984831175361390,9170-447-7478-4683,Miles,101620
393649050953957,6488-9609-271-9722,Gold Card,101620
8531050639933240,2767-1787-7267-832,Basic+,101621
8626314576226950,1955-4940-8880-9270,Miles,101627
2259916730752780,8125-3669-9718-2108,Basic+,101627
9406667487302230,9017-6730-8206-5187,Premier,101630
1570791079114790,9996-521-4570-8963,Lux,101630
791888387517203,6510-6076-1476-4303,Gold Card,101630
531196662115837,171-3275-780-6477,Basic+,101632
9312642805270460,7489-4826-2625-5664,Basic+,101635
4885620758331670,6369-8333-2543-2711,Miles,101640
5913789023089390,2663-9545-9207-2160,Basic,101641
8263414398374680,4196-7014-1556-9313,Basic,101642
1944908891531200,6999-8477-8723-9133,Miles,101645
8041489060643550,675-5691-332-2977,Basic+,101646
7033335532077350,6668-5744-4156-8524,Basic+,101647
9543793564229700,6100-5614-1915-512,Lux,101650
7642218899373460,1123-5044-6724-7847,Gold Card,101652
9134083383367760,4290-7805-7037-6256,Miles,101653
7079569602981620,1519-4675-6865-7505,Gold Card,101654
330544420538209,4163-8865-2905-5798,Miles,101656
1429356620075530,9326-176-2423-5927,Basic+,101656
476316271971499,2727-3521-6759-7680,Lux,101659
6013751403152270,7644-1569-6929-5215,Premier,101661
5140555179802720,8063-6172-3308-2275,Lux,101662
6735866529943910,6372-9962-1444-5993,Basic,101664
8831611319223820,602-5911-814-9675,Platinum,101665
6311129761618990,3717-6974-198-4129,Basic,101666
2775019799063070,8121-4569-9880-3883,Basic,101667
4497750697062610,8164-7588-3917-2296,Basic+,101668
5868067845362890,5966-2826-1875-9710,Gold Card,101669
4088487249019970,4375-4286-239-913,Miles,101669
77262559286200,5654-4897-9464-1564,Lux,101670
9556231448925430,8648-7819-5219-4404,Basic,101675
8491269634866010,9323-7087-2445-1414,Basic+,101676
9535777319772280,3321-5323-6319-8168,Lux,101677
1003882004999500,6707-1784-305-1524,Miles,101679
9203745966114710,7396-5280-4182-2697,Basic+,101679
4523509316189810,136-2053-3805-2089,Miles,101680
9345981766955820,3585-7190-1474-5060,Platinum,101681
6019047766803810,7777-6494-2156-2334,Lux,101681
5349703964534310,9100-2973-2100-9156,Miles,101682
8118043246470080,4711-9897-4876-2238,Basic,101685
4239829281242980,6028-4250-1197-2730,Basic+,101687
6109826941459780,4646-5495-7054-3751,Basic+,101689
3322085724018550,4983-5315-7725-434,Basic,101690
2765075698087610,6170-6540-4075-5403,Basic,101691
8121258205182260,9991-1968-2933-3962,Miles,101692
1815612870386050,9003-2518-3171-3711,Basic,101692
3213384899833740,7079-7751-5848-3760,Basic,101694
2222061321856070,770-4299-1874-8256,Gold Card,101695
6708545481525330,6450-5439-1127-5432,Basic+,101696
8744044241077010,7306-3378-1038-5944,Gold Card,101698
8176896077263950,7368-614-1634-9985,Premier,101699
7655828102454920,118-9097-3719-3169,Basic,101700
8640645918868910,7868-6787-1909-607,Lux,101701
8541541734760320,6492-4377-9337-7096,Basic+,101701
6710344346621580,3899-498-698-1989,Basic,101702
5599206695294350,8537-3176-4491-767,Basic+,101705
6812418595226950,6404-2181-4015-5200,Basic,101706
5960803536808870,6842-5324-8749-1675,Basic+,101706
7583188094507170,5921-9-6213-6325,Basic+,101707
4027716657125540,5861-3765-1723-3514,Miles,101708
4750217748978750,9504-2604-6732-6507,Basic,101710
9561014563030210,9268-1978-6471-4181,Premier,101711
7253984053465500,2420-9826-871-5970,Miles,101711
3710867693209990,2176-381-6899-2008,Gold Card,101713
5781445331883780,4801-7301-4497-1003,Miles,101716
5616747568672440,8635-5504-7634-9348,Basic+,101716
7712443273403720,3806-7138-1791-7669,Miles,101717
6565474250515010,6338-3870-213-6585,Miles,101718
1592889402250330,9109-144-1957-5469,Basic,101718
4045000740060080,7807-1791-5068-8374,Miles,101719
8613888842861860,1726-866-2896-4234,Basic,101720
9356179047026560,8937-1276-5335-109,Lux,101720
9478923209166880,1659-953-2219-2064,Miles,101723
2829317757930960,8863-5416-6651-1934,Basic+,101724
1055933456585620,8490-220-1640-1331,Basic,101724
6741678216179150,2612-5463-5370-4383,Basic+,101725
1820300971916830,240-5386-2375-2261,Premier,101726
2860641763879260,4208-5082-4791-7364,Lux,101726
7559410499079120,5305-9272-8170-7247,Lux,101727
7081164619406000,9133-7918-635-6452,Basic+,101730
9875400288865770,3541-6854-1126-2251,Miles,101734
481393356490190,3098-3416-3719-5344,Premier,101734
212113284959141,7889-7138-3911-7412,Gold Card,101734
8040569015177310,6757-118-3780-3424,Gold Card,101735
5052267460540030,7129-1682-7373-1922,Lux,101737
2889448081459150,8824-5799-8265-5643,Lux,101741
5282521755703640,1067-3849-4743-7452,Basic+,101742
5746839850714480,9004-816-913-9236,Basic,101744
6850867710314630,641-7963-5710-1658,Basic+,101744
314244612487293,1078-2041-7070-8782,Basic,101746
1011590620662850,4702-5073-4153-1672,Lux,101747
9086188575406480,6167-2184-7291-2401,Miles,101747
9393051707694030,8538-1012-9680-4571,Lux,101748
5023629468539510,8146-3876-8807-6403,Lux,101749
4294549692316000,4241-7816-3078-4338,Basic+,101751
4552548898426420,5834-7156-4370-407,Basic,101752
1702643981162690,8157-4912-8417-6670,Miles,101754
481987983142432,7643-8013-1661-2908,Lux,101755
1920028456817830,4656-6545-8871-957,Miles,101755
420664881700717,5203-6546-7437-7417,Super-Lux,101756
7245956925882890,2163-4696-9716-7831,Gold Card,101756
604582937220052,2011-3996-3685-6296,Lux,101757
465468380208317,8775-409-5058-5917,Platinum,101758
8415870827957100,6508-2804-7260-9264,Gold Card,101758
2583556176487840,3788-5915-428-6374,Lux,101763
9870621267379310,7757-2564-4824-8006,Basic+,101764
2399501031014180,4941-8008-2613-8650,Miles,101765
2467955228654690,6233-5268-3260-1910,Miles,101770
8454512344003760,826-8483-7975-9126,Miles,101771
692638018522626,3365-4198-5227-5173,Basic+,101774
9066512845773780,116-5726-8757-9364,Gold Card,101776
1430830090422330,1594-2702-6502-6966,Premier,101776
8255111112772580,1312-2602-3299-7829,Lux,101779
3316920703212570,4638-8124-125-9834,Platinum,101780
6185398256988950,3797-309-186-2019,Lux,101783
1040684006502620,385-2010-6921-4982,Basic,101784
1843119979888460,6487-9185-3836-5868,Miles,101786
1188562302186700,5182-4625-7762-2515,Gold Card,101786
7967987262782350,9422-8902-3325-3002,Platinum,101787
4664605141061800,9614-7527-8607-6848,Lux,101788
9870717537961850,1094-5102-3308-8037,Basic,101790
1325998034127170,327-2864-5112-3455,Basic,101794
6881370607445920,5393-7807-3311-7794,Miles,101796
142999562335446,2659-4564-4530-4632,Basic+,101797
8187990590000860,4648-8660-3099-4397,Premier,101798
8173493929260920,4700-4266-3291-9514,Lux,101799
7859164465232220,4120-9084-8300-2634,Basic,101800
3589101383853600,7755-9974-7723-3520,Basic,101801
660565159976923,9770-3648-6417-1870,Basic,101805
1214379489378930,4191-9494-4094-4458,Platinum,101806
6764219434005990,6981-6991-759-5202,Lux,101808
9758543104975770,8984-6154-312-829,Gold Card,101809
320387850522233,9712-6508-9827-4143,Basic,101810
9819426184857720,7176-9754-1901-5232,Miles,101813
3578380250802780,7945-5821-9481-6675,Lux,101813
6071934835663580,947-3623-2871-3422,Gold Card,101814
370232764221690,3298-9285-7808-4312,Basic+,101816
3781972896281410,5809-1537-7939-1517,Premier,101817
5731038911293200,8352-1774-6180-3841,Gold Card,101817
4545491646652490,2583-4182-2728-6577,Miles,101818
8560632676755010,1231-657-8232-275,Basic+,101818
3228284051392000,8071-1289-228-3475,Platinum,101819
6010595137259860,4073-7831-4611-3811,Lux,101821
6777838221364140,5401-8325-5537-7882,Lux,101822
5657863413704990,3346-9397-7295-6347,Miles,101823
9251588844857100,3130-651-3020-6358,Lux,101824
6088248601940690,8375-4412-9416-7807,Lux,101825
4356172905331450,9227-5942-7882-4206,Basic+,101826
4362879176696910,8444-6232-6027-4753,Lux,101829
186464528729989,519-7998-6447-6878,Platinum,101829
2649078046870080,5508-2377-3500-354,Lux,101831
5427322075241750,6943-1296-4319-4253,Lux,101833
1935282220854850,2355-851-4956-8486,Basic+,101835
4926214576765850,7091-6813-6184-5508,Basic,101836
9905346467971250,1540-5748-7626-4410,Basic,101837
4919265021067130,1821-6622-1507-6052,Basic,101838
777990515302746,8329-3448-648-4926,Miles,101838
2901271725347780,2511-1967-939-3389,Platinum,101839
8960962656904310,9534-2781-9472-1071,Basic+,101840
8997655485330810,3418-6668-6525-866,Lux,101841
7528785223577510,2435-2421-6158-4927,Lux,101842
5264650649826530,261-7507-5693-7465,Platinum,101844
625981460549652,4518-8525-8288-4814,Basic+,101845
7496522101820420,3383-4111-9655-1823,Miles,101846
525006099216620,9560-6713-3831-1222,Basic,101847
252491970757029,4299-9100-3172-3779,Premier,101848
2151674052810230,659-433-2097-2591,Basic+,101849
6884453278085230,9950-289-5841-7339,Basic+,101850
6064505377159550,4416-187-8225-8616,Basic+,101853
4789927575340420,2470-4929-2824-509,Lux,101857
5510974961777700,6240-2432-9744-3246,Basic,101860
4543043768357720,4091-6607-9550-6375,Miles,101863
2061283463868340,5439-156-1845-8949,Miles,101865
3078269223814880,2332-4518-3867-6869,Basic+,101866
3505061879237580,6626-2018-6090-8462,Miles,101869
8307309437941760,5091-6092-4564-8444,Basic+,101870
346473642809761,9965-5695-8764-9441,Miles,101871
8045710653473470,2246-2370-5509-1688,Basic+,101876
7339925802064140,7660-6117-5064-3018,Basic+,101877
3326986513781120,6154-9240-9351-8234,Miles,101878
1139697088302800,5714-6329-1854-1960,Platinum,101880
7455105051627520,9005-5085-5117-3097,Gold Card,101880
579072134694410,82-4861-3396-9987,Lux,101881
1918354808146330,1320-8479-9758-8201,Miles,101884
9262768467223080,6180-5780-2236-513,Premier,101886
7703474633528570,9978-3465-8464-4430,Miles,101886
882616983347291,5252-9264-3590-6803,Gold Card,101886
5835096546923720,5117-8530-6177-8275,Basic,101887
7360467217288010,8259-5-1361-8933,Miles,101887
5742820897391200,3428-4868-446-2463,Lux,101889
313307635273352,2819-677-2170-9612,Basic+,101890
2388278841052690,5676-9281-9687-1330,Basic+,101891
5488592031113900,6622-4930-6783-8621,Gold Card,101892
5247600465194730,4362-6762-4025-3945,Basic,101893
5660942860715880,6411-724-2670-2613,Basic,101895
9702662645882740,9554-7058-2997-171,Gold Card,101896
306885530682239,5609-1445-3326-7548,Lux,101899
7913666864330930,4599-7152-7447-3536,Miles,101899
67789702059161,5619-6670-1225-8148,Lux,101900
825951892053480,7948-4210-2282-2104,Miles,101903
3850137824263820,7656-6013-3583-3493,Lux,101905
4481493836632390,2866-1137-400-2981,Lux,101906
5203894612589540,6658-2534-8699-775,Miles,101908
2932209466889220,7873-9821-8006-1175,Basic+,101909
7733506974893700,4250-6805-200-9217,Miles,101910
2568568145741,704-7962-525-6489,Basic,101912
5947975777372900,3245-2195-5793-7098,Basic+,101912
4406203773845390,5156-4332-1039-9952,Lux,101913
7231119927026540,8136-5701-932-718,Lux,101914
7134099982762770,9144-2126-705-8341,Basic+,101915
4142132137837860,4052-6163-505-3799,Basic,101917
7937760342158130,615-1704-3316-1603,Basic+,101918
3988530245644720,7222-6190-5962-8301,Miles,101919
8193622133475960,4689-8515-9797-2584,Lux,101919
3040304508696000,8333-9171-9923-9378,Lux,101922
1203485087701560,3385-5760-3912-971,Miles,101923
1662398358535090,9177-8092-7368-893,Basic,101923
5627552685333240,9998-2045-3202-8152,Basic,101924
4587093638811990,9096-9076-3212-8598,Basic+,101926
7716163518207970,8691-1631-255-8088,Basic+,101928
626915589017523,3622-7226-7507-4877,Miles,101930
6290719491385720,160-1317-3321-2385,Miles,101932
8381649361771950,1600-6135-7713-9982,Basic+,101935
3728913326409830,1981-5169-5634-5970,Miles,101935
8536154340304290,2685-5156-9005-8040,Platinum,101937
